a,b,c,d,alpha,IS_HEALTHY,BRAF v600,KRAS c122,KRAS c146,KRAS c61,NRAS c61,NRAS ex2
-2165.7851665569374,5020.548228087286,2.4019020633323773,-80.99698697091934,0.369886880977755,0.0,1,0,0,0,0,0
-1942.3606494243595,4721.67367648662,2.5775263554012304,-81.03037722336323,0.3344051087906411,0.0,1,0,0,0,0,0
-1775.9323118973732,4515.598901984412,2.3266185831677477,-81.01890659515645,0.36899122505507803,0.0,1,0,0,0,0,0
-2206.091083296071,4510.387852046204,3.9986757309370358,-81.24125728707995,0.20423851485479694,0.0,1,0,0,0,0,0
-2344.316037250818,4935.4373360532,3.7992745791889644,-81.10724908024704,0.22132529744387933,0.0,1,0,0,0,0,0
-2468.301937424006,4808.441954720171,3.9989588339740405,-81.1001220682989,0.2146877196565126,0.0,1,0,0,0,0,0
-2265.9432458081283,4661.146877708523,3.9571641892481595,-80.99478364192323,0.22450970847008525,0.0,1,0,0,0,0,0
-2418.690453967068,4709.580728341727,3.944442019916691,-81.56735000462179,0.19609985050597237,0.0,1,0,0,0,0,0
-2211.242313588307,4451.684995369787,4.130556179590195,-81.58667145804536,0.17542861784357708,0.0,1,0,0,0,0,0
-2333.6640900041616,4638.109554125209,3.765748685451673,-81.56149544535242,0.20670085816083322,0.0,1,0,0,0,0,0
-2158.497796893016,4548.209557327495,3.8848130976572355,-81.59485011971076,0.17493972776134142,0.0,1,0,0,0,0,0
-2586.7275165201395,4989.134380038272,3.5802398985255905,-81.50899805180231,0.2014109265697203,0.0,1,0,0,0,0,0
-1978.8893840735611,4225.607902633587,3.882064861879726,-81.53726713061234,0.19583314985682623,0.0,1,0,0,0,0,0
-2556.5801554803847,4917.485768098808,3.629252115435416,-81.53201441376847,0.2142337854536632,0.0,1,0,0,0,0,0
-1882.694882805576,4405.219993670647,3.076295925705773,-81.43425897097927,0.24563161284447765,0.0,1,0,0,0,0,0
-2864.915986524756,5262.487853204216,3.550717832148885,-81.60103250631883,0.16393083045109552,1.0,1,0,0,0,0,0
-2838.039620648339,5297.953532967757,3.5010323576717144,-81.54286568408997,0.22538190117494378,0.0,1,0,0,0,0,0
-2953.516231070608,5294.142995129164,3.7066974802704933,-81.56956325078029,0.2170062857150813,0.0,1,0,0,0,0,0
-2655.856311341391,5090.298684186805,3.611493470830437,-81.6081882576263,0.22438408612023472,0.0,1,0,0,0,0,0
-3184.8614070608787,5614.625286936512,3.783224915027921,-81.61442539957416,0.16627236565226688,0.0,1,0,0,0,0,0
-3003.5240711704773,5375.937302242482,3.501320783032738,-81.6071144120423,0.1856374654447075,0.0,1,0,0,0,0,0
-2056.244761640597,4404.848886087875,3.914177020817988,-81.50353317796662,0.19076642027011723,0.0,1,0,0,0,0,0
-1641.4258217460672,4048.2978702725795,3.520379361230141,-81.41268241926083,0.2163607490700934,0.0,1,0,0,0,0,0
-2902.7970113588735,5245.12818721358,3.700613053085065,-81.55030433671155,0.2147753483471377,0.0,1,0,0,0,0,0
-2092.247647092478,4490.5897610601605,3.2001366040079797,-81.46796872105845,0.2418709322104606,0.0,1,0,0,0,0,0
-2551.8297981425226,4901.7592984040875,3.55492095948678,-81.50802360423846,0.22831159416995359,0.0,1,0,0,0,0,0
-2662.330700222545,4916.149073382671,3.6990647212586354,-81.50436282473069,0.22639571809953085,0.0,1,0,0,0,0,0
-2795.9948016174467,5113.272704361439,3.5228812838776675,-81.46818003255582,0.220312212575094,0.0,1,0,0,0,0,0
-3125.589472422448,5407.763438009022,3.4881555533565733,-81.39625065775805,0.23280304621737202,0.0,1,0,0,0,0,0
-2871.6562481190663,5131.987572322632,3.486793503642048,-81.54174697669072,0.23047117356195604,0.0,1,0,0,0,0,0
-2433.663483032411,4879.038169480878,3.7363221421655757,-81.16562258828576,0.22978050666531516,0.0,1,0,0,0,0,0
-2232.601574777634,4545.878397492184,3.6562238765642725,-81.42843634908823,0.21495040351245792,0.0,1,0,0,0,0,0
-2704.2816364799564,5015.320648393301,3.8743865061912826,-81.4766563779658,0.16272111432678496,0.0,1,0,0,0,0,0
-2636.2888295020202,5082.4815435987675,3.7807316952639427,-81.41383816368298,0.21412747580109268,0.0,1,0,0,0,0,0
